Chrom	Start	End	Length	Treatment.cnt	Control.cnt	Event	logFC	pval	padj	winSta	winEnd	winFC	winP	winQ
chr3	84755801	84757300	1500	39.15;32.41;35.19	66.59;66.99;62.93	Down	-0.88	1.14306554009992e-05	0.000506889598927819	84756001	84757000	-0.90	1.66522895553979e-05	0.000426797356934079
chr3	87723301	87724400	1100	44.59;32.41;35.19	63.26;69.22;70.12	Down	-0.85	5.44599922229854e-05	0.001541779875524	87723301	87724300	-0.83	8.03641167846303e-05	0.00147214550596454
chr3	88100401	88102400	2000	93.53;86.42;89.93	154.50;144.40;159.12	Down	-0.76	1.68483861899486e-10	4.87742149582862e-07	88101201	88102200	-0.89	1.82670965454821e-08	2.78156839970874e-06
chr3	88227601	88228600	1000	45.68;13.89;23.46	59.27;49.87;52.14	Down	-0.96	7.7422520847096e-05	0.00190616941392994	88227601	88228600	-0.96	7.7422520847096e-05	0.00143602646537336
chr3	88753501	88754700	1200	205.55;212.97;191.58	174.48;179.38;185.19	Up	0.18	0.0194958128543929	0.367871333395556	88753501	88754500	0.14	1.57812742747146e-08	2.59384896781649e-06
chr3	88896501	88897800	1300	53.29;26.24;41.71	77.91;75.92;71.02	Down	-0.89	2.5881813847924e-05	0.00092972503551892	88896501	88897500	-0.88	3.99264195525542e-05	0.000860391490649163
chr3	89234001	89235000	1000	142.47;162.04;145.97	133.85;124.30;126.76	Up	0.23	5.75002477058052e-05	0.00159080664347031	89234001	89235000	0.23	5.75002477058052e-05	0.00114168037367164
chr3	89766301	89767500	1200	152.26;132.72;157.70	115.87;116.12;106.98	Up	0.39	0.000203009725681131	0.00432746104902783	89766501	89767500	0.38	2.6090037270957e-08	3.46345244771954e-06
chr3	90058801	90059800	1000	19.58;12.35;10.43	31.30;33.49;30.57	Down	-1.17	9.51672819136394e-05	0.00213681278297551	90058801	90059800	-1.17	9.51672819136394e-05	0.00167160240979606
chr3	91884801	91885800	1000	153.34;95.68;148.57	90.57;96.76;89.90	Up	0.52	9.24221757178166e-05	0.00210207779907334	91884801	91885800	0.52	9.24221757178166e-05	0.00163099346991075
chr3	93248701	93249800	1100	38.06;15.43;27.37	58.60;56.57;56.64	Down	-1.09	1.22262317718833e-05	0.000534200830297756	93248701	93249700	-1.08	9.96231150581156e-06	0.000277857924543908
chr3	94385501	94386800	1300	202.28;231.49;229.38	179.80;175.66;183.40	Up	0.30	0.000878196263110232	0.0175595176961406	94385701	94386700	0.37	1.49051925353238e-08	2.54109150421737e-06
chr3	95462101	95463800	1700	269.71;259.27;269.78	239.74;223.30;243.63	Up	0.18	6.75215734172746e-08	1.36467798154101e-05	95462501	95463500	0.35	1.84265945733723e-09	1.13801808564832e-06
chr3	95733401	95734400	1000	130.51;197.54;144.66	103.22;116.86;121.36	Up	0.47	4.70954001721243e-05	0.00139566500802892	95733401	95734400	0.47	4.70954001721243e-05	0.000976267673116233
chr3	95799201	95800400	1200	113.10;123.46;131.63	92.57;93.79;80.01	Up	0.47	0.00241650678772119	0.0472776939696913	95799301	95800300	0.56	2.80777816682704e-06	9.89723881818232e-05
chr3	95860601	95861800	1200	17.40;13.89;20.85	38.62;40.94;37.76	Down	-1.17	9.87270167597745e-06	0.000452832290161278	95860601	95861600	-1.68	3.88153660679192e-06	0.000129649583209764
chr3	96305001	96306400	1400	51.11;18.52;33.89	73.25;64.76;60.23	Down	-0.94	3.0490707957702e-05	0.00104817825554065	96305401	96306400	-0.92	2.39140565964855e-05	0.000574853392985048
chr3	97030201	97032100	1900	133.77;243.84;222.86	115.87;119.84;146.54	Up	0.65	2.46110983365757e-05	0.00089159971633248	97030501	97031500	0.77	4.81929924178477e-07	2.57223886593095e-05
chr3	97569801	97571400	1600	43.50;37.04;39.10	72.59;66.25;72.82	Down	-0.82	3.31781032920561e-05	0.00110109830300511	97569801	97570800	-1.50	1.12166294088587e-05	0.000307639105596028
chr3	97670501	97671600	1100	21.75;26.24;18.25	45.95;46.89;46.75	Down	-1.08	5.3178376357277e-06	0.00029250225656915	97670501	97671500	-1.15	4.08071382561191e-06	0.000135306216113435
chr3	98186301	98187300	1000	138.12;112.66;105.57	149.17;146.63;164.52	Down	-0.37	3.04669264456496e-05	0.00104817825554065	98186301	98187300	-0.37	3.04669264456496e-05	0.000698328256516832
chr3	98945101	98946300	1200	89.18;40.13;53.43	95.90;102.72;103.38	Down	-0.72	5.76128727897402e-05	0.00159080664347031	98945201	98946200	-0.90	5.23019451483268e-06	0.000166890752246025
chr3	100488901	100490400	1500	214.25;279.33;273.69	179.80;192.78;204.07	Up	0.41	0.00012796185120084	0.00278650050107065	100489101	100490100	0.58	1.64222872980442e-06	6.3945976648926e-05
chr3	100913201	100914900	1700	157.69;229.95;169.43	135.85;127.28;133.05	Up	0.49	1.42233043733054e-05	0.00059742597771574	100913701	100914700	0.69	4.18234531699988e-07	2.36969053816007e-05
chr3	101727401	101728400	1000	153.34;177.48;162.91	120.54;121.33;115.97	Up	0.46	1.92235936654729e-07	2.85377348543569e-05	101727401	101728400	0.46	1.92235936654729e-07	1.3587078539873e-05
chr3	103083701	103084800	1100	189.23;219.15;196.80	165.82;167.47;155.53	Up	0.31	1.89603316169797e-08	5.77425746258872e-06	103083701	103084700	0.36	3.94097694303015e-07	2.27336188059085e-05
chr3	103379201	103380300	1100	123.98;177.48;149.88	96.56;96.02;110.58	Up	0.57	1.089912208027e-05	0.000489699040792197	103379201	103380200	0.56	2.37592147774335e-05	0.000572793456141876
chr3	103594101	103595800	1700	215.33;229.95;221.56	200.45;190.55;204.97	Up	0.16	0.314464071240979	1	103594501	103595500	0.30	3.16355931626699e-08	3.85377352238665e-06
chr3	104442001	104443400	1400	283.85;311.74;312.79	253.72;253.07;256.21	Up	0.25	8.28407018308772e-10	1.22539149586831e-06	104442001	104443000	0.24	2.0439726515363e-07	1.42520638520758e-05
chr3	105508501	105509500	1000	33.71;20.06;33.89	59.27;57.31;49.44	Down	-0.92	6.87126862704582e-05	0.00177427807976923	105508501	105509500	-0.92	6.87126862704582e-05	0.0013096834054072
chr3	106349901	106351200	1300	193.58;194.45;202.01	169.81;179.38;177.10	Up	0.16	0.148919285531752	1	106350101	106351100	0.23	4.18343173731393e-08	4.48884392994996e-06
chr3	107133001	107134000	1000	10.88;1.54;6.52	19.31;23.07;20.68	Down	-1.74	2.10590652655803e-05	0.000801676806222248	107133001	107134000	-1.74	2.10590652655803e-05	0.000519799979243031
chr3	107434301	107435300	1000	103.32;121.92;100.35	77.91;70.71;78.21	Up	0.52	2.69196449545314e-05	0.000952955431390413	107434301	107435300	0.52	2.69196449545314e-05	0.000633139043002148
chr3	107948101	107949100	1000	143.56;152.78;153.79	128.53;131.00;124.06	Up	0.23	6.39346826148647e-05	0.00168558032116007	107948101	107949100	0.23	6.39346826148647e-05	0.0012356727412704
chr3	107989101	107990200	1100	160.96;175.93;161.61	122.53;118.35;138.45	Up	0.39	0.000752545517837204	0.0151305486688259	107989201	107990200	0.44	4.4309921561738e-08	4.63441497788905e-06
chr3	108086501	108088100	1600	224.03;246.92;215.04	185.13;187.57;191.49	Up	0.28	2.01377914639483e-06	0.000146071286664415	108086601	108087600	0.37	2.95098230965775e-08	3.77233905251249e-06
chr3	108246201	108247200	1000	13.05;1.54;6.52	24.64;19.35;20.68	Down	-1.62	6.16263817851186e-05	0.00165313567407775	108246201	108247200	-1.62	6.16263817851186e-05	0.00120625778864652
chr3	108373701	108374700	1000	8.70;4.63;2.61	20.64;23.07;21.58	Down	-2.03	3.31681028726662e-07	4.23998915055583e-05	108373701	108374700	-2.03	3.31681028726662e-07	2.0232054267748e-05
chr3	115709801	115710800	1000	166.39;146.61;172.03	177.81;173.43;178.90	Down	-0.13	3.20807291966958e-08	8.09324268336438e-06	115709801	115710800	-0.13	3.20807291966958e-08	3.87424929877882e-06
chr3	115952501	115954400	1900	30.45;3.09;14.34	43.29;47.64;53.94	Down	-1.60	1.04219175878392e-06	9.70011196973313e-05	115953301	115954300	-1.86	4.62373231942962e-07	2.5256970154649e-05
chr3	119485401	119486700	1300	157.69;236.12;183.76	140.51;162.26;144.74	Up	0.37	0.0025801575178845	0.0504317905029449	119485501	119486500	0.55	1.74020610766381e-06	6.65257931833082e-05
chr3	121129701	121130700	1000	145.73;149.70;156.39	107.88;112.39;124.96	Up	0.39	9.52884231598922e-05	0.00213795011399589	121129701	121130700	0.39	9.52884231598922e-05	0.00167302073354659
chr3	122321801	122323000	1200	206.63;243.84;231.98	161.16;162.26;171.71	Up	0.46	9.24254997654352e-08	1.72460118841311e-05	122321801	122322800	0.52	3.98147554854211e-08	4.35633988566513e-06
chr3	122627501	122628500	1000	28.28;15.43;18.25	43.95;40.19;45.85	Down	-1.07	7.18921777573787e-05	0.00181562818192385	122627501	122628500	-1.07	7.18921777573787e-05	0.00135039919199778
chr3	122686701	122687900	1200	222.95;253.10;226.77	201.11;210.65;212.16	Up	0.17	0.699064509743544	1	122686701	122687700	0.20	1.07504508958747e-08	2.16183631603539e-06
chr3	123087401	123088400	1000	10.88;6.17;7.82	20.64;25.31;27.87	Down	-1.57	1.47569890273126e-05	0.000614894337558584	123087401	123088400	-1.57	1.47569890273126e-05	0.000386593909888193
chr3	123209801	123211500	1700	87.00;60.19;71.68	121.20;119.84;129.46	Down	-0.76	5.37406445581009e-10	9.14984584494885e-07	123210301	123211300	-0.78	3.32710577910049e-10	4.44522797286401e-07
chr3	126862401	126863500	1100	21.75;10.80;7.82	33.96;30.52;29.67	Down	-1.22	6.84990031992678e-05	0.00177207477483278	126862401	126863400	-1.27	5.77602152658638e-05	0.00114574358040304
chr3	127540001	127541000	1000	145.73;163.59;152.48	138.52;119.84;128.56	Up	0.26	1.64793590048984e-05	0.000663951450646771	127540001	127541000	0.26	1.64793590048984e-05	0.000424286700953504
chr3	129236601	129237700	1100	135.94;179.02;168.12	105.22;117.60;102.49	Up	0.57	3.15052136252229e-05	0.0010688300719947	129236601	129237600	0.58	2.45188279082905e-05	0.00058666713709161
chr3	129762801	129764300	1500	226.21;294.77;243.71	185.13;185.34;191.49	Up	0.44	5.50716048566869e-05	0.00155272684135756	129763001	129764000	0.60	1.27583341668675e-06	5.17219759735196e-05
chr3	133902301	133903300	1000	107.67;106.49;126.42	83.91;78.90;89.00	Up	0.44	6.08825534281116e-06	0.000324117429034129	133902301	133903300	0.44	6.08825534281116e-06	0.000188886411826631
chr3	135085001	135086000	1000	36.98;21.61;36.49	63.26;57.31;69.22	Down	-1.00	7.4800561482796e-06	0.000373091929957411	135085001	135086000	-1.00	7.4800561482796e-06	0.000223210506691583
chr3	136332301	136333500	1200	254.49;277.79;241.11	215.76;219.58;230.14	Up	0.22	0.302850525915129	1	136332501	136333500	0.25	7.3076063468765e-08	6.59247844285898e-06
chr3	137527201	137528200	1000	140.29;160.50;139.45	101.22;114.63;97.99	Up	0.49	1.08676722394667e-07	1.9072764780264e-05	137527201	137528200	0.49	1.08676722394667e-07	8.68952217788089e-06
chr3	137530301	137531400	1100	137.03;152.78;155.09	122.53;118.35;133.05	Up	0.25	0.0411040281390684	0.768946087382084	137530301	137531300	0.27	9.73551806235815e-06	0.000273744526209606
chr3	138189701	138191300	1600	228.38;299.40;271.08	187.13;191.29;217.56	Up	0.42	0.00260647595816411	0.0509221798279438	138190001	138191000	0.63	6.45237063258252e-07	3.06411995449123e-05
chr3	138406201	138407300	1100	41.33;35.50;24.76	63.26;67.73;66.53	Down	-0.96	3.34432510726834e-06	0.000210829919776013	138406201	138407200	-0.96	3.34432510726834e-06	0.0001146649480901
chr3	138737701	138738700	1000	172.92;206.80;198.10	165.15;165.24;160.92	Up	0.23	2.02330744670159e-07	2.95075168406643e-05	138737701	138738700	0.23	2.02330744670159e-07	1.41556330789673e-05
chr3	142543601	142545500	1900	236.00;310.20;290.63	180.47;189.06;203.17	Up	0.55	1.63253274550385e-06	0.00012953302922084	142543901	142544900	0.70	4.88175922591427e-07	2.58580915198851e-05
chr3	143863901	143865200	1300	52.20;33.95;39.10	71.26;76.67;81.81	Down	-0.88	1.59093934765949e-05	0.000652411147538227	143864001	143865000	-1.28	8.15326177523461e-06	0.000238146541753644
chr3	144232101	144233200	1100	195.76;209.89;229.38	165.82;177.89;157.32	Up	0.34	7.70228394820014e-09	3.83888206471586e-06	144232101	144233100	0.36	8.08527916208576e-08	7.06746932885983e-06
chr3	145600501	145602300	1800	151.17;183.65;174.64	129.86;120.58;130.35	Up	0.42	4.98222220551822e-05	0.00145319492470531	145601001	145602000	0.50	3.25019503565164e-08	3.87424929877882e-06
chr3	145650601	145651600	1000	126.16;212.97;168.12	121.20;124.30;124.06	Up	0.46	8.88314967279136e-05	0.00205288889014723	145650601	145651600	0.46	8.88314967279136e-05	0.00158471715530298
chr3	146067001	146068300	1300	227.30;203.71;185.07	194.45;193.53;182.50	Up	0.11	0.0034222835763891	0.0665465451487717	146067301	146068300	0.15	3.35860306468374e-08	3.94069749952042e-06
chr3	146162001	146163500	1500	163.13;219.15;228.07	140.51;151.84;153.73	Up	0.45	0.000144947463620679	0.00313659041182931	146162201	146163200	0.58	2.30453541416948e-06	8.34346571539087e-05
chr3	146431101	146434200	3100	73.95;33.95;35.19	101.89;100.48;109.68	Down	-1.12	5.01454284912051e-08	1.09890124722155e-05	146432801	146433800	-1.49	2.19856170649729e-07	1.49769784144251e-05
chr3	151854001	151855400	1400	25.01;6.17;15.64	41.29;41.68;41.35	Down	-1.41	1.16197346513726e-06	0.000103945177060594	151854201	151855200	-1.45	1.47291079959593e-05	0.000386107718339647
chr3	151873201	151874500	1300	210.98;231.49;199.40	181.14;197.25;185.19	Up	0.19	0.000149749440071562	0.00323712020296658	151873201	151874200	0.25	6.72862892338523e-09	1.93198515108844e-06
chr3	152058301	152060100	1800	318.65;305.57;264.57	223.76;220.32;244.53	Up	0.37	0.000226373926592976	0.00478853692115827	152058301	152059300	0.44	3.9645378724932e-08	4.35552333164253e-06
chr3	156226701	156227800	1100	11.96;13.89;3.91	29.30;31.26;22.47	Down	-1.48	3.27670097667226e-05	0.00109535432648758	156226801	156227800	-1.56	1.03272281727724e-05	0.000287069219100596
chr3	157610101	157611200	1100	190.32;216.06;209.83	169.81;175.66;176.20	Up	0.24	0.0767325535510651	1	157610101	157611100	0.25	1.10898779201874e-08	2.17687470947072e-06
chr4	4718601	4719800	1200	31.54;12.35;16.94	47.95;49.87;44.95	Down	-1.23	3.28580639571423e-06	0.000208779630614443	4718701	4719700	-1.32	4.29795843041334e-06	0.000140944451520871
chr4	8462301	8463800	1500	193.58;192.91;221.56	178.47;171.94;185.19	Up	0.18	0.0421916792043432	0.788936780715796	8462801	8463800	0.19	4.72998434702312e-08	4.84917058626247e-06
chr4	8617001	8619600	2600	287.11;442.92;389.68	231.75;253.07;241.83	Up	0.62	1.40690590047956e-06	0.000118437456475737	8618001	8619000	0.75	3.42478712971919e-07	2.05874939533686e-05
chr4	9596101	9597500	1400	39.15;29.32;31.28	58.60;64.76;64.73	Down	-0.91	1.7394865874283e-05	0.00069142087790888	9596501	9597500	-1.69	1.01198213012574e-05	0.000281713292396974
chr4	9770501	9771500	1000	30.45;57.10;37.80	19.31;26.05;16.18	Up	1.03	7.9548737456919e-05	0.00193127175145995	9770501	9771500	1.03	7.9548737456919e-05	0.00146108630066105
chr4	10933701	10935300	1600	207.72;257.73;274.99	182.47;177.89;188.79	Up	0.43	0.000182316144415265	0.00390241347255372	10934001	10935000	0.60	1.27598902196529e-06	5.17219759735196e-05
chr4	11083901	11084900	1000	14.14;10.80;10.43	23.31;37.22;37.76	Down	-1.47	9.09813065618403e-05	0.00208652478138333	11083901	11084900	-1.47	9.09813065618403e-05	0.00161520092377981
chr4	12098201	12099600	1400	141.38;158.96;142.06	92.57;101.97;114.17	Up	0.52	0.000192041745209899	0.00410422342781404	12098301	12099300	0.59	2.40661428432534e-05	0.000577293581892774
chr4	13669801	13670800	1000	143.56;165.13;159.00	115.21;122.07;126.76	Up	0.36	7.86263245535242e-07	8.04085212434041e-05	13669801	13670800	0.36	7.86263245535242e-07	3.55518025148239e-05
chr4	15193101	15194100	1000	229.47;226.86;211.13	172.48;186.08;194.18	Up	0.27	6.98996594195238e-05	0.00179152481054322	15193101	15194100	0.27	6.98996594195238e-05	0.00132681214199718
chr4	19635801	19636800	1000	151.17;180.56;156.39	118.54;139.19;128.56	Up	0.34	3.42733788915106e-05	0.00112572149637477	19635801	19636800	0.34	3.42733788915106e-05	0.000760329302050663
chr4	25725301	25726600	1300	48.94;24.69;32.58	65.93;69.97;62.93	Down	-0.90	9.28324722133832e-05	0.0021048620513591	25725501	25726500	-1.11	6.13962175106272e-06	0.00019005295492191
chr4	32051501	32052500	1000	26.10;9.26;11.73	42.62;37.22;38.66	Down	-1.33	4.39532455805475e-06	0.0002574901733317	32051501	32052500	-1.33	4.39532455805475e-06	0.000143909527703962
chr4	32949701	32951000	1300	38.06;21.61;27.37	62.60;52.85;62.03	Down	-1.03	8.17440379150469e-06	0.000396449011986582	32950001	32951000	-1.04	1.86100296879649e-05	0.000467428871810873
chr4	33071501	33072500	1000	13.05;6.17;6.52	23.31;23.82;23.37	Down	-1.45	4.70567622603744e-05	0.00139566500802892	33071501	33072500	-1.45	4.70567622603744e-05	0.000975962433300043
chr4	33118201	33119200	1000	153.34;146.61;174.64	121.87;132.49;130.35	Up	0.30	2.61584170731201e-05	0.000932636793134883	33118201	33119200	0.30	2.61584170731201e-05	0.000618748896821524
chr4	33295501	33296500	1000	106.58;114.20;108.17	76.58;68.48;83.61	Up	0.52	1.71700854965806e-06	0.000132925345999509	33295501	33296500	0.52	1.71700854965806e-06	6.58472778793864e-05
chr4	33334801	33335900	1100	181.62;208.34;215.04	161.16;174.92;181.60	Up	0.22	5.49628029351139e-09	3.57945433366166e-06	33334801	33335800	0.23	1.21993571189202e-08	2.2863030459341e-06
chr4	34497401	34499100	1700	216.42;253.10;234.59	187.13;168.22;191.49	Up	0.36	5.69946770232715e-05	0.00158323644061023	34497401	34498400	0.44	8.81548023763381e-08	7.43624359434455e-06
chr4	34829501	34830600	1100	234.91;225.32;211.13	193.12;184.59;209.47	Up	0.19	2.52107187500841e-07	3.44613052538278e-05	34829501	34830500	0.20	2.19988096193996e-06	8.01884280327298e-05
chr4	35173401	35174600	1200	41.33;16.98;18.25	53.28;52.10;48.55	Down	-1.01	5.17472700319914e-05	0.00148764916709611	35173601	35174600	-1.36	6.58285264872174e-06	0.000201216672328234
chr4	40895901	40896900	1000	13.05;15.43;15.64	33.96;37.22;34.16	Down	-1.26	6.90999353375341e-06	0.000354708028535316	40895901	40896900	-1.26	6.90999353375341e-06	0.000209668946652746
chr4	41070201	41071200	1000	35.89;23.15;15.64	55.27;49.87;46.75	Down	-1.02	4.15585025683878e-05	0.00128837579294722	41070201	41071200	-1.02	4.15585025683878e-05	0.00088816824529282
chr4	41071401	41072500	1100	20.66;0.00;9.12	31.97;32.75;26.07	Down	-1.61	1.10963487036203e-05	0.000496315950978992	41071501	41072500	-1.76	8.58959245812396e-06	0.000248010805283329
chr4	41082101	41083900	1800	266.45;310.20;301.06	193.12;200.97;220.25	Up	0.51	4.89325069671446e-07	5.64536650018161e-05	41082201	41083200	0.78	3.85838350148492e-07	2.25715434836868e-05
chr4	42929301	42930900	1600	191.41;219.15;188.98	143.84;151.84;167.21	Up	0.37	0.00453461673179922	0.0876410433026879	42929701	42930700	0.48	3.10817363063658e-08	3.83867083436117e-06
chr4	43455201	43457200	2000	274.06;322.55;321.91	245.07;236.70;247.22	Up	0.33	1.73910838964637e-08	5.64045475587286e-06	43455201	43456200	0.13	8.38232521473925e-08	7.15901714576888e-06
chr4	43888001	43889000	1000	188.15;208.34;225.47	159.16;165.24;173.51	Up	0.32	1.88770825005692e-08	5.77425746258872e-06	43888001	43889000	0.32	1.88770825005692e-08	2.8225667978649e-06
chr4	44180301	44181400	1100	154.43;185.19;166.82	131.19;125.05;134.85	Up	0.37	2.92872740551963e-06	0.000191933594433247	44180301	44181300	0.40	1.00486143460374e-05	0.000280076385588276
chr4	45024601	45025600	1000	145.73;149.70;149.88	133.85;124.30;130.35	Up	0.20	4.6541251904381e-05	0.00139039774713765	45024601	45025600	0.20	4.6541251904381e-05	0.000970738534829652
chr4	46208201	46209200	1000	156.61;143.52;136.84	137.18;123.56;124.06	Up	0.18	9.8417616271155e-05	0.00218354939337218	46208201	46209200	0.18	9.8417616271155e-05	0.00171597402895214
chr4	46463601	46465600	2000	282.76;408.97;346.67	225.75;236.70;246.33	Up	0.55	1.90882971319032e-06	0.000140926754119281	46464101	46465100	0.69	5.31778724389369e-07	2.73498215716204e-05
chr4	47003401	47005100	1700	226.21;242.29;238.50	188.46;174.17;189.69	Up	0.36	1.81088380881965e-06	0.000136908217415163	47004101	47005100	0.69	3.31959905231846e-10	4.44522797286401e-07
chr4	47365601	47367300	1700	159.87;236.12;191.58	148.50;124.30;126.76	Up	0.56	6.24828391916653e-05	0.00166532447467207	47365801	47366800	0.69	3.97567537953109e-07	2.28383526864658e-05
chr4	48057701	48058700	1000	156.61;160.50;143.36	123.86;124.30;128.56	Up	0.29	7.92941469204756e-05	0.00192891054626367	48057701	48058700	0.29	7.92941469204756e-05	0.00145835034509425
chr4	48137301	48138500	1200	140.29;165.13;157.70	118.54;116.86;128.56	Up	0.35	1.44399509551396e-06	0.000120336798523133	48137301	48138300	0.37	7.48424096593191e-06	0.000223210506691583
chr4	48291901	48293000	1100	184.88;208.34;212.43	168.48;171.20;171.71	Up	0.24	7.2889977680905e-09	3.83888206471586e-06	48292001	48293000	0.27	2.06055083954001e-07	1.4295459744065e-05
chr4	48552901	48554400	1500	118.54;154.33;160.30	107.88;102.72;96.19	Up	0.50	0.00102099139363796	0.0203012105337	48553301	48554300	0.73	1.29194251411911e-05	0.000347014753889657
chr4	48597701	48598900	1200	217.51;256.18;265.87	163.82;187.57;194.18	Up	0.44	0.00126949331444899	0.0251578344965781	48597801	48598800	0.52	5.95149004252467e-06	0.000185616577244945
chr4	49074301	49075300	1000	9.79;1.54;10.43	18.65;23.82;22.47	Down	-1.58	4.13982862089457e-05	0.00128725949409658	49074301	49075300	-1.58	4.13982862089457e-05	0.000887650529245318
chr4	53452801	53453900	1100	224.03;287.05;241.11	172.48;172.68;189.69	Up	0.49	1.48950653646647e-05	0.000619401422965545	53452901	53453900	0.50	1.65277531728613e-05	0.000424711766480888
chr4	56959601	56960600	1000	201.20;211.43;182.46	169.15;173.43;161.82	Up	0.24	6.39090542621761e-09	3.67636834643168e-06	56959601	56960600	0.24	6.39090542621761e-09	1.90417969691503e-06
chr4	58924401	58925600	1200	231.65;262.36;267.17	201.11;207.67;205.87	Up	0.31	0.0106462512740081	0.202640825030729	58924601	58925600	0.29	7.61362333374074e-09	2.03850902439871e-06
chr4	59015601	59017000	1400	221.86;228.41;198.10	210.44;204.69;212.16	Up	0.05	1	1	59015901	59016900	0.19	6.16116444013357e-09	1.89024525023298e-06
chr4	59638401	59640100	1700	237.08;268.53;263.26	197.12;188.32;203.17	Up	0.39	1.20853233310715e-07	2.05143410543573e-05	59638801	59639800	0.48	7.82774607054304e-09	2.03850902439871e-06
chr4	59818401	59819600	1200	178.36;200.63;190.28	187.79;164.50;168.11	Up	0.13	0.896647482299597	1	59818601	59819600	0.14	5.066653976224e-08	5.09346297056421e-06
chr4	62626001	62627400	1400	93.53;98.77;102.96	67.93;66.99;54.84	Up	0.64	9.93135832877659e-05	0.00219741455775001	62626001	62627000	0.75	8.33520636214217e-06	0.000242435096283149
chr4	64785101	64786600	1500	45.68;83.34;45.61	30.63;32.75;41.35	Up	0.74	0.000163360943390104	0.00351302365178158	64785601	64786600	0.95	2.581094757021e-05	0.000612980405081971
chr4	68615401	68616500	1100	35.89;23.15;15.64	48.61;55.82;47.65	Down	-1.03	4.84707983298611e-05	0.00142380391860013	68615501	68616500	-1.06	1.9505345933971e-05	0.00048667013126097
chr4	70194901	70196500	1600	270.80;288.59;254.14	223.76;220.32;242.73	Up	0.24	5.95218617477308e-07	6.52189542292993e-05	70195001	70196000	0.27	1.36067246903561e-08	2.43966806590982e-06
chr4	71857801	71860300	2500	63.08;44.76;37.80	103.22;103.46;97.99	Down	-1.06	1.91146897741938e-08	5.77877533625955e-06	71857801	71858800	-2.26	1.07293028692748e-07	8.5974975313262e-06
chr4	71861001	71862000	1000	203.37;228.41;207.22	205.11;180.87;191.49	Up	0.15	1.12232046104495e-05	0.000498956114782286	71861001	71862000	0.15	1.12232046104495e-05	0.000307639105596028
chr4	71862501	71863600	1100	28.28;7.72;11.73	49.95;43.92;38.66	Down	-1.47	7.97500190013632e-06	0.000389833136754881	71862601	71863600	-1.44	1.30259166662796e-06	5.26166776762483e-05
chr4	82151901	82153000	1100	82.65;137.35;118.60	73.92;78.90;71.02	Up	0.60	4.24483451783721e-05	0.00129942761315434	82152001	82153000	0.61	2.87201431983113e-05	0.000669027497743339
chr4	83130301	83131800	1500	38.06;24.69;19.55	65.93;55.08;60.23	Down	-1.14	1.86804748514629e-06	0.000139406830161782	83130501	83131500	-1.95	1.01235942669622e-07	8.28825199802147e-06
chr4	86221701	86222900	1200	100.05;103.40;122.51	143.18;133.24;135.75	Down	-0.34	1.65638557041364e-10	4.87742149582862e-07	86221701	86222700	-0.31	6.05160614407933e-09	1.89024525023298e-06
chr4	86394201	86395600	1400	218.60;233.03;230.68	173.81;178.64;192.39	Up	0.32	8.10835326839546e-05	0.00195478332753436	86394501	86395500	0.33	1.86631100212635e-08	2.80068366253874e-06
chr4	93001101	93002800	1700	189.23;253.10;229.38	155.83;139.93;163.62	Up	0.55	2.58922483739443e-06	0.000175516390041248	93001301	93002300	0.61	7.88770125974431e-07	3.55874521542582e-05
chr4	94269101	94270500	1400	209.90;217.60;208.53	193.79;180.13;193.28	Up	0.17	0.000107455967504192	0.00236106698254039	94269101	94270100	0.27	5.26293910528622e-09	1.79662664011775e-06
chr4	94644401	94645500	1100	32.63;12.35;18.25	48.61;45.40;50.34	Down	-1.19	6.5224702768271e-06	0.000340236365145623	94644401	94645400	-1.60	1.65796540666223e-06	6.42372415464325e-05
chr4	97444701	97445700	1000	105.49;166.67;130.33	93.90;95.27;90.80	Up	0.52	5.81184771594354e-05	0.00159837389574336	97444701	97445700	0.52	5.81184771594354e-05	0.00115119612003323
chr4	98588401	98589600	1200	44.59;35.50;24.76	67.26;63.27;62.93	Down	-0.88	8.396942270037e-05	0.00199627762263706	98588401	98589400	-1.41	7.00911544106875e-05	0.00132872413473885
chr4	99495301	99497000	1700	97.88;44.76;61.25	122.53;115.37;124.06	Down	-0.83	6.89325803933324e-07	7.28328983349755e-05	99495701	99496700	-0.87	6.48410165516422e-07	3.06703648896048e-05
chr4	101029701	101030700	1000	26.10;9.26;24.76	43.29;43.92;41.35	Down	-1.10	4.69613840027835e-05	0.00139490919522127	101029701	101030700	-1.10	4.69613840027835e-05	0.000974898961590013
chr4	102093401	102094900	1500	21.75;9.26;14.34	35.29;38.71;35.96	Down	-1.28	1.89970472167046e-05	0.00073949220077206	102093501	102094500	-1.37	4.82322251521615e-06	0.000155947096124296
chr4	102263101	102264300	1200	14.14;15.43;14.34	31.97;32.01;32.36	Down	-1.13	7.5929537566097e-05	0.00187528299756267	102263201	102264200	-1.24	3.84565833588399e-05	0.000836751149180329
chr4	102433001	102434100	1100	33.71;15.43;24.76	53.28;48.38;53.04	Down	-1.07	5.52429419314989e-05	0.00155494594107373	102433101	102434100	-1.19	3.76977669244231e-05	0.000824539916470125
chr4	102791601	102792800	1200	156.61;203.71;172.03	131.19;119.09;123.16	Up	0.51	0.000208396636661961	0.00443316481626353	102791701	102792700	0.54	5.38010602234072e-05	0.00108752187034313
